r,z,vgr,u,v,w
57112.70166537926,0.0,17.50923999111362,0.0,17.50923999111362,0.0
57500.0,0.0,17.391304347826086,0.0,17.391304347826086,0.0
57887.29833462074,0.0,17.274946815093088,0.0,17.274946815093088,0.0
58112.70166537926,0.0,17.20794200479844,0.0,17.20794200479844,0.0
58500.0,0.0,17.094017094017094,0.0,17.094017094017094,0.0
58887.29833462074,0.0,16.981590738254074,0.0,16.981590738254074,0.0
59112.70166537926,0.0,16.91683803695397,0.0,16.91683803695397,0.0
59500.0,0.0,16.80672268907563,0.0,16.80672268907563,0.0
59887.29833462074,0.0,16.69803159949698,0.0,16.69803159949698,0.0
60112.70166537926,0.0,16.635419342264075,0.0,16.635419342264075,0.0
60500.0,0.0,16.52892561983471,0.0,16.52892561983471,0.0
60887.29833462074,0.0,16.423786690357986,0.0,16.423786690357986,0.0
61112.70166537926,0.0,16.363210474239374,0.0,16.363210474239374,0.0
61500.0,0.0,16.260162601626018,0.0,16.260162601626018,0.0
61887.29833462074,0.0,16.158404501567716,0.0,16.158404501567716,0.0
62112.70166537926,0.0,16.09976660470053,0.0,16.09976660470053,0.0
62500.0,0.0,16.0,0.0,16.0,0.0
62887.29833462074,0.0,15.901462242487202,0.0,15.901462242487202,0.0
63112.70166537926,0.0,15.84467109809299,0.0,15.84467109809299,0.0
63500.0,0.0,15.748031496062993,0.0,15.748031496062993,0.0
63887.29833462074,0.0,15.652563593506923,0.0,15.652563593506923,0.0
64112.70166537926,0.0,15.597533312809967,0.0,15.597533312809967,0.0
64500.0,0.0,15.503875968992247,0.0,15.503875968992247,0.0
64887.29833462074,0.0,15.411336666277075,0.0,15.411336666277075,0.0
65112.70166537926,0.0,15.357986605118935,0.0,15.357986605118935,0.0
65500.0,0.0,15.267175572519085,0.0,15.267175572519085,0.0
65887.29833462075,0.0,15.177432149688645,0.0,15.177432149688645,0.0
66112.70166537925,0.0,15.12568651424001,0.0,15.12568651424001,0.0
66500.0,0.0,15.037593984962406,0.0,15.037593984962406,0.0
66887.29833462075,0.0,14.95052162216577,0.0,14.95052162216577,0.0
67112.70166537925,0.0,14.90030910968169,0.0,14.90030910968169,0.0
